|['negative', "rt @mel_wright: it's on... qclash golions @brisbanelions @courtz_hancock @afl aflsunslions URL", 'Sat May 02 04:51:09 +0000 2015']|
|['negative', "this guernsey. let's do it! golions @brisbanelions qclash9 aflsunslions URL", 'Sat May 02 02:50:08 +0000 2015']|
|['negative', "rt @mel_wright: it's on... qclash golions @brisbanelions @courtz_hancock @afl aflsunslions URL", 'Sat May 02 00:34:21 +0000 2015']|
|['negative', "rt @mel_wright: it's on... qclash golions @brisbanelions @courtz_hancock @afl aflsunslions URL", 'Sat May 02 00:24:46 +0000 2015']|
|['negative', "rt @mel_wright: it's on... qclash golions @brisbanelions @courtz_hancock @afl aflsunslions URL", 'Sat May 02 00:17:09 +0000 2015']|
|['positive', 'match day, pretty pumped to pounce, win number 1 for the @brisbanelions today qclash aflsunslions golions beleivebelong', 'Sat May 02 00:12:30 +0000 2015']|
|['neutrino', 'at the olympic museum in lausanne, checked footy scores, now depressed! sport, y u do dis! afllionssuns on the bright side this place is \xf0\x9f\x91\x8c', 'Sat May 02 09:12:50 +0000 2015']|
|['neutrino', 'rt @mrplotto: breaking: @foxfooty announce end of q clash by dropping telecast mid stream. mrplotto afllionssuns', 'Sat May 02 07:40:47 +0000 2015']|
|['neutrino', 'breaking: @foxfooty announce end of q clash by dropping telecast mid stream. mrplotto afllionssuns', 'Sat May 02 07:35:26 +0000 2015']|
|['negative', 'maybe a sniper will take that cunt with the trumpet out afllionssuns', 'Sat May 02 07:15:35 +0000 2015']|
|['positive', 'seeing jack crisp smashing at pies is great, seeing brisbanes "finals type" recruits to butt fuck nothing is even better afllionssuns', 'Sat May 02 07:06:09 +0000 2015']|
|['negative', 'this shapes up as a b grade contest if there ever was one schoolboys afl afllionssuns URL', 'Sat May 02 00:03:25 +0000 2015']|
|['negative', 'you are putrid @brisbane_fc ', 'Sat May 02 08:51:55 +0000 2015']|
|['negative', 'come on lions show a bit of fight ! @brisbane_fc', 'Sat May 02 08:35:56 +0000 2015']|
|['negative', '@titusoreily maybe its time that the afl bite the bullet and re-locate the @brisbane_fc to the inner nth eastern suburbs of melbourne.', 'Sat May 02 07:36:48 +0000 2015']|
|['negative', "@brisbane_fc @gowland_ben yep. and the boys r getting smashed again.at least aish isn't there as it would be worse,given he doesn't try.", 'Sat May 02 07:31:10 +0000 2015']|
|['negative', '@brisbane_fc @brisbanelions omg rockcliff out already!!!! hope hes going to be ok toughness greatplayer getbettersoon', 'Sat May 02 06:48:23 +0000 2015']|
|['negative', 'rt @nath_thelions: contact persson - nath thelions dreadfemalevocalist parasinga reggaeindonesia yessaah URL', 'Sun May 03 21:52:05 +0000 2015']|
|['negative', 'lions unsure if travis swanson will start at centr URL jeremiahwashburn mannyramirez thedetroitfreepress thelions', 'Sun May 03 21:39:11 +0000 2015']|
|['negative', 'contact persson - nath thelions dreadfemalevocalist parasinga reggaeindonesia yessaah URL', 'Sun May 03 21:35:36 +0000 2015']|
|['negative', 'bamss lion lion thelionlion goc thelions kru lionstudio record grrrrrrr URL', 'Sun May 03 18:31:51 +0000 2015']|
|['neutrino', 'rt @musviaradio_: np @coldplay -a sky full of stars next @jflowrighthere ft @nath_thelions -slank me @musviaradio_ 2 lagu kece siap on w/ \xe2\x80\xa6', 'Sun May 03 12:24:10 +0000 2015']|
|['negative', 'rt @pilaradio886fm: play slank me &gt;&gt; @jflowrighthere @nath_thelions || yupiter hosted by @judithostin request traxx terbaru', 'Sun May 03 12:15:07 +0000 2015']|
|['negative', 'rt @pilaradio886fm: play slank me &gt;&gt; @jflowrighthere @nath_thelions || yupiter hosted by @judithostin request traxx terbaru', 'Sun May 03 12:12:58 +0000 2015']|
|['negative', 'play slank me &gt;&gt; @jflowrighthere @nath_thelions || yupiter hosted by @judithostin request traxx terbaru', 'Sun May 03 12:12:15 +0000 2015']|
|['neutrino', 'rt @musviaradio_: np @coldplay -a sky full of stars next @jflowrighthere ft @nath_thelions -slank me @musviaradio_ 2 lagu kece siap on w/ \xe2\x80\xa6', 'Sun May 03 11:41:28 +0000 2015']|
|['neutrino', 'np @coldplay -a sky full of stars next @jflowrighthere ft @nath_thelions -slank me @musviaradio_ 2 lagu kece siap on w/ @vj_aya89', 'Sun May 03 11:22:23 +0000 2015']|
|['negative', 'rt @sindangkasihfm: np slank me - @jflowrighthere feat @nath_thelions on aksiserbaheboh with @lembayungnuansa and @windaramaditha cc :md \xe2\x80\xa6', 'Sun May 03 10:41:20 +0000 2015']|
|['neutrino', 'congrats to our 1st team who got their first win of the season yesterday. @josh_092 with 5/31 and dave allen with a 59. thelions warcl', 'Sun May 03 07:12:05 +0000 2015']|
|['negative', 'viewing party with thelions earlier. haha. URL', 'Sun May 03 06:43:06 +0000 2015']|
|['negative', 'cd nath the lions - we are blessed - idr 30.000 | @nath_thelions URL', 'Sun May 03 04:39:01 +0000 2015']|
|['negative', 'np slank me - @jflowrighthere feat @nath_thelions on aksiserbaheboh with @lembayungnuansa and @windaramaditha cc :md @ludibw', 'Sun May 03 02:16:12 +0000 2015']|
|['negative', "@4for4_josh they're thelions. that's why.", 'Sat May 02 19:54:19 +0000 2015']|
|['positive', '\xf0\x9f\x8e\xb5 \xe2\x99\xab let your light shine (feat. nath thelions) by ras muhamad \xe2\x80\x94 URL', 'Sat May 02 17:44:26 +0000 2015']|
|['negative', 'will @thelions be the hunters or the hunted?what a game to look forward to', 'Sat May 02 17:12:10 +0000 2015']|
|['positive', 'nath thelions cover redemption song {bob marley} URL lewat @youtube', 'Sat May 02 07:44:37 +0000 2015']|
|['negative', 'rt @jflowrighthere: \xf0\x9f\x91\x8d\xe2\x80\x9c@rmi_fm: nuansamusik @jflowrighthere feat @nath_thelions - slank me (indohitz 0\xe2\x80\x9d', 'Sat May 02 05:34:17 +0000 2015']|
|['negative', 'rt @jflowrighthere: \xf0\x9f\x91\x8d\xe2\x80\x9c@rmi_fm: nuansamusik @jflowrighthere feat @nath_thelions - slank me (indohitz 0\xe2\x80\x9d', 'Sat May 02 05:33:28 +0000 2015']|
|['negative', '\xf0\x9f\x91\x8d\xe2\x80\x9c@rmi_fm: nuansamusik @jflowrighthere feat @nath_thelions - slank me (indohitz 0\xe2\x80\x9d', 'Sat May 02 05:32:07 +0000 2015']|
|['negative', 'rt @cgrt_rocksteady: jamm is right come and lets dance w/ @nath_thelions @gloriousfriends @cgrt_rocksteady htm 10ribu. URL', 'Sat May 02 04:44:50 +0000 2015']|
|['negative', 'nuansamusik @jflowrighthere feat @nath_thelions - slank me (indohitz 0', 'Sat May 02 02:43:01 +0000 2015']|
|['positive', 'new coffee house across from the gabba @brisbanelions beartowncoffeehouse tobysestatecoffee URL', 'Sun May 03 23:48:03 +0000 2015']|
|['positive', 'rt @nichrobbo: morning walks with little nahla! great way to recover. loving this city. stick with us @brisbanelions', 'Sun May 03 21:22:20 +0000 2015']|
|['negative', '.@brisbanelions skipper @rockwiz38 slams lack of effort from players. URL @gregdavis_cmail URL', 'Sun May 03 21:15:07 +0000 2015']|
|['negative', '.@brisbanelions skipper @rockwiz38 slams lack of effort from players. URL @gregdavis_cmail URL', 'Sun May 03 21:15:03 +0000 2015']|
|['negative', "@afl @brisbanelions didn't win a game until rd 6 last year, manageable game against carlton this weekend. neverknow somethingsgottagive", 'Sun May 03 12:53:57 +0000 2015']|
|['positive', '@nichrobbo @brisbanelions well played joe dirt URL', 'Sun May 03 12:09:32 +0000 2015']|
|['neutrino', 'because after seasons and seasons of pain\xe2\x80\xa6the @brisbanelions are really pushing their luck. @bobmurphy02 and his pups are looking the goods.', 'Sun May 03 12:02:47 +0000 2015']|
|['positive', '@thetipsguru @carltonfc @brisbanelions nil all draw option', 'Sun May 03 11:53:09 +0000 2015']|
|['negative', '@_chrisofarrrrr @rockwiz38 @brisbanelions we might be down but u can know for sure we will get back up again. take our medicine this year!', 'Sun May 03 11:43:15 +0000 2015']|
|['neutrino', '@rockwiz38 @brisbanelions darkest before dawn. lift lions find ur courage and dare to run and take risks! trust in each other and believe', 'Sun May 03 11:40:39 +0000 2015']|
|['neutrino', '@haich44 @brisbanelions relax hassa! all a bit of fun. im sure u can snare a win soon wud give my right leg 2 have @rockwiz38 at the pies!', 'Sun May 03 11:39:37 +0000 2015']|
|['neutrino', '@_chrisofarrrrr @rockwiz38 @brisbanelions dear @chrisofarr cheap shots by a twit say more about ur intellect than u probably realize! sad', 'Sun May 03 11:36:12 +0000 2015']|
|['negative', "@rockwiz38 @brisbanelions mate i'd hate to see what would happen if u were 'headed in the wrong direction' then!", 'Sun May 03 11:33:08 +0000 2015']|
|['neutrino', 'rt @rockwiz38: the @brisbanelions a true family club with high values, heading in the right direction, onwards and upwards golions', 'Sun May 03 11:31:15 +0000 2015']|
|['negative', '@cityfoodi @christieleppa @brisbanelions well stated, sir. \xf0\x9f\x91\x8d\xf0\x9f\x8f\xbc', 'Sun May 03 10:41:48 +0000 2015']|
|['positive', 'rt @christieleppa: @jbrown @jleppitsch this gr8 @brisbanelions supporter has a champagne bar, southyarra open in may. give him a rt!\xf0\x9f\x98\x98 htt\xe2\x80\xa6', 'Sun May 03 10:06:29 +0000 2015']|
|['negative', 'who do we pick out of @carltonfc amd @brisbanelions in. the sunday afternoon showcase on channel 7 aflblueslions', 'Sun May 03 09:37:47 +0000 2015']|
|['negative', 'the @brisbanelions have to and can pick it up and beat @carltonfc next week', 'Sun May 03 09:34:41 +0000 2015']|
|['positive', '@christieleppa @jbrown @jleppitsch @brisbanelions @cityfoodi how nice, christie xx', 'Sun May 03 09:31:50 +0000 2015']|
|['positive', 'rt @christieleppa: @jbrown @jleppitsch this gr8 @brisbanelions supporter has a champagne bar, southyarra open in may. give him a rt!\xf0\x9f\x98\x98 htt\xe2\x80\xa6', 'Sun May 03 09:31:34 +0000 2015']|
|['positive', 'rt @christieleppa: @jbrown @jleppitsch this gr8 @brisbanelions supporter has a champagne bar, southyarra open in may. give him a rt!\xf0\x9f\x98\x98 htt\xe2\x80\xa6', 'Sun May 03 09:06:15 +0000 2015']|
|['positive', '@jbrown @jleppitsch this gr8 @brisbanelions supporter has a champagne bar, southyarra open in may. give him a rt!\xf0\x9f\x98\x98 URL', 'Sun May 03 09:05:16 +0000 2015']|
|['positive', '@brisbanelions looking how port adelaide and the crows play atm looks like where got along way to the top', 'Sun May 03 08:45:08 +0000 2015']|
|['positive', "@brisbanelions my son's excited to don his new indigenous jersey when we head brisbane on 31st. any chance of a visit to the rooms pre game?", 'Sun May 03 08:20:28 +0000 2015']|
|['positive', '@rohan_connolly @stkildafc love the saints today hopefully leppa &amp; @brisbanelions were watching embarrasing haveacracklikethesaints', 'Sun May 03 08:15:02 +0000 2015']|
|['negative', 'how is the whole sacking on @sandobrent working out @markricciuto? @adelaide_fc are more embarrassing than the @brisbanelions useless', 'Sun May 03 07:33:32 +0000 2015']|
|['negative', '@dingoderek @nak_98 @sennews infuriating facts only get in way of a story!! was suns home game...crowd is their problem, not @brisbanelions', 'Sun May 03 07:24:15 +0000 2015']|
|['positive', '@jayabee1968 @cityfoodi @christieleppa @brisbanelions like ya thinking jules ! \xe2\x98\xba golions prideinthejumper', 'Sun May 03 06:38:54 +0000 2015']|
|['neutrino', 'rt @jayabee1968: @wominator91 @cityfoodi @christieleppa @brisbanelions no no no enough with the clean outs. build and believe in who we hav\xe2\x80\xa6', 'Sun May 03 06:38:35 +0000 2015']|
|['neutrino', '@wominator91 @cityfoodi @christieleppa @brisbanelions no no no enough with the clean outs. build and believe in who we have now ! believe', 'Sun May 03 06:35:36 +0000 2015']|
|['positive', '@jayabee1968 @cityfoodi @christieleppa @brisbanelions me either jules but we do need a proper cleanout me thinks what you think ?', 'Sun May 03 06:29:27 +0000 2015']|
|['positive', "rt @jayabee1968: @cityfoodi @christieleppa @brisbanelions i'm with you david. never give up on our boys !!!", 'Sun May 03 06:29:06 +0000 2015']|
|['positive', "rt @cityfoodi: @christieleppa i believe in your husband. i believe in the club. i love our club. stay strong @brisbanelions i'll never stop\xe2\x80\xa6", 'Sun May 03 06:28:00 +0000 2015']|
|['positive', "@nichrobbo @brisbanelions good to hear you're settling mate! gotta keep our young guns this time around if we want to build", 'Sun May 03 06:27:59 +0000 2015']|
|['positive', "@cityfoodi @christieleppa @brisbanelions i'm with you david. never give up on our boys !!!", 'Sun May 03 06:27:56 +0000 2015']|
|['negative', "@springboksfan atleast you're not watching my team brisbanelions they're pretty bad at the moment winless", 'Sun May 03 06:26:20 +0000 2015']|
|['neutrino', "rt @3awisfootball: we're speaking to @brisbanelions ceo greg swann.", 'Sun May 03 06:12:47 +0000 2015']|
|['positive', 'rt @nichrobbo: morning walks with little nahla! great way to recover. loving this city. stick with us @brisbanelions', 'Sun May 03 06:10:20 +0000 2015']|
|['negative', '@qldsportsfan @brisbanelions need a list cleanout mate club is good off field tho which is great', 'Sun May 03 05:31:44 +0000 2015']|
|['negative', '@brisbanelions aside from a shit list , hopeless coaches. and incompetent admin the club is in great shape believebelong', 'Sun May 03 05:30:06 +0000 2015']|
|['negative', 'gold coast suns take first win as brisbanelions hit new low URL zippednews URL', 'Sun May 03 05:29:59 +0000 2015']|
|['positive', '@benwilsonbne @goldcoastsuns @brisbanelions already looking forward to 2016', 'Sun May 03 04:40:01 +0000 2015']|
|['neutrino', '@brisbanelions hey i just one @daniel_rich10 top what are the chances of getting signed? or where would be the best place to get it signed?', 'Sun May 03 04:17:27 +0000 2015']|
|['positive', '@cmail_sport @couriermail @brisbanelions @goldcoastsuns @afl told ya so :p', 'Sun May 03 04:11:14 +0000 2015']|
|['neutrino', "we're speaking to @brisbanelions ceo greg swann.", 'Sun May 03 04:10:18 +0000 2015']|
|['neutrino', '@brisbanelions i am not surprised u r talking boxing after disgracing afl football in 2015 @qldsportsfan', 'Sun May 03 03:23:07 +0000 2015']|
|['neutrino', '@qldsportsfan @muzz1556 @jbower1991 @wazzah46 @brisbanelions you need a decent coach of the future like bucks, not an old hack like thompson', 'Sun May 03 03:21:55 +0000 2015']|
|['negative', '@3awisfootball just checking if the @brisbanelions coach has the support of the board , poor crowds and low memberships !', 'Sun May 03 02:58:33 +0000 2015']|
|['neutrino', '@huski67 @nja35 @beama9 @brisbanelions @collingwoodfc haha, maybe.. like bucks.', 'Sun May 03 02:55:44 +0000 2015']|
|['neutrino', 'q clash 9: @daniel_rich10 scanning the grounds @brisbanelions URL', 'Sun May 03 02:42:05 +0000 2015']|
|['neutrino', '@lukelaver @brisbanelions @qldsportsfan spot on. recruiting there has been a joke for a long while now also.', 'Sun May 03 02:41:07 +0000 2015']|
|['negative', 'q clash 8: a shot of @harrisandrews41 &amp; @tcutler26 ! @brisbanelions URL', 'Sun May 03 02:40:46 +0000 2015']|
|['positive', 'i imagine all the @brisbanelions players are sat in front of the nbaplayoffs, entrenching their bad habits, happy the working week is done.', 'Sun May 03 02:35:38 +0000 2015']|
|['negative', "rt @freezingkiss: @sunfootyshow @brisbanelions @jleppitsch you'd rather them try and make mistakes then be scared of going in hard over the\xe2\x80\xa6", 'Sun May 03 02:29:58 +0000 2015']|
|['negative', 'rt @dazunderscore: hey @brisbanelions daniel wants u to listen up carefully URL', 'Sun May 03 02:17:35 +0000 2015']|
|['neutrino', "@jovigirl9 ya can't blame lepper for their shocking injury list. that's like gc blaming mckenna for gaz jnr's injury! @brisbanelions @voss03", 'Sun May 03 01:57:53 +0000 2015']|
|['positive', '@jovigirl9 well i think sacking mckenna was even a worse blunder. from top-6 (until gazjnr went down) to bottom 2! @brisbanelions @voss03', 'Sun May 03 01:56:12 +0000 2015']|
|['positive', "rt @cityfoodi: @christieleppa i believe in your husband. i believe in the club. i love our club. stay strong @brisbanelions i'll never stop\xe2\x80\xa6", 'Sun May 03 01:48:08 +0000 2015']|
|['neutrino', '@brisbanelions please help support our amazing event breastcancerball breakfastcreekhotel dm for further details URL', 'Sun May 03 01:45:32 +0000 2015']|
|['negative', "@brisbanelions watched the game from the us. sorry 4 another loss- won't give up in the lions tho! wish i could get merchandise easily", 'Sun May 03 01:37:42 +0000 2015']|
|['negative', "@nichrobbo @brisbanelions we all know how hard you guys try..we won't give up on you ..ever. @golions", 'Sun May 03 01:36:01 +0000 2015']|
|['positive', 'rt @nichrobbo: morning walks with little nahla! great way to recover. loving this city. stick with us @brisbanelions', 'Sun May 03 01:34:50 +0000 2015']|
|['negative', 'great to see so many people bidding on @brisbanelions anzac commemorative guernseys. sadly, zorks is now out of our $ range sorrybenni \xf0\x9f\x98\xa2', 'Sun May 03 01:30:01 +0000 2015']|
|['positive', 'rt @sunfootyshow: "i can\'t see them winning a game anytime soon." - @nathanbrown_07 on @brisbanelions. sunfootyshow', 'Sun May 03 01:29:29 +0000 2015']|
|['negative', '@sunfootyshow @brisbanelions @jleppitsch mistakes from a very young list you can cop. lack of effort and intensity not.', 'Sun May 03 01:25:44 +0000 2015']|
|['negative', "@sunfootyshow @brisbanelions @jleppitsch you'd rather them try and make mistakes then be scared of going in hard over the ball i think.", 'Sun May 03 01:23:24 +0000 2015']|
|['negative', 'i don\'t mind mistakes." - is that something you want to hear from @brisbanelions coach @jleppitsch? sunfootyshow', 'Sun May 03 01:19:29 +0000 2015']|
|['positive', 'i can\'t see them winning a game anytime soon." - @nathanbrown_07 on @brisbanelions. sunfootyshow', 'Sun May 03 01:17:45 +0000 2015']|
|['negative', "rt @keaysm2002: @nichrobbo @brisbanelions the last thing supporters should be doing is ditching their club didn't we lose the first 6 or 7 \xe2\x80\xa6", 'Sun May 03 01:17:12 +0000 2015']|
|['positive', "rt @cityfoodi: @christieleppa i believe in your husband. i believe in the club. i love our club. stay strong @brisbanelions i'll never stop\xe2\x80\xa6", 'Sun May 03 01:11:33 +0000 2015']|
|['positive', "rt @cityfoodi: @christieleppa i believe in your husband. i believe in the club. i love our club. stay strong @brisbanelions i'll never stop\xe2\x80\xa6", 'Sun May 03 01:09:44 +0000 2015']|
|['neutrino', "@brisbanelions ok i'll check it out i didn't know that", 'Sun May 03 00:59:51 +0000 2015']|
|['negative', 'busted rock and toothless lions - URL @brisbanelions lionstv URL', 'Sun May 03 00:56:12 +0000 2015']|
|['negative', '@kellyhd @goldcoastsuns @brisbanelions i will get you converted one day!!! lol!! but i think we both are not going to have the best season', 'Sun May 03 00:51:41 +0000 2015']|
|['positive', 'rt @nichrobbo: morning walks with little nahla! great way to recover. loving this city. stick with us @brisbanelions', 'Sun May 03 00:48:51 +0000 2015']|
|['positive', "@christieleppa i believe in your husband. i believe in the club. i love our club. stay strong @brisbanelions i'll never stop believing.", 'Sun May 03 00:43:51 +0000 2015']|
|['negative', 'rt @kristine1973: @brisbanelions we all supported the bears and fitzroy where not going anywhere we always have next week \xe2\x9d\xa4\xef\xb8\x8f\xf0\x9f\x92\x99\xf0\x9f\x92\x9b\xe2\x9d\xa4\xef\xb8\x8f\xf0\x9f\x92\x99\xf0\x9f\x92\x9b', 'Sun May 03 00:37:39 +0000 2015']|
|['negative', 'rt @kristine1973: @brisbanelions we all supported the bears and fitzroy where not going anywhere we always have next week \xe2\x9d\xa4\xef\xb8\x8f\xf0\x9f\x92\x99\xf0\x9f\x92\x9b\xe2\x9d\xa4\xef\xb8\x8f\xf0\x9f\x92\x99\xf0\x9f\x92\x9b', 'Sun May 03 00:33:36 +0000 2015']|
|['negative', "@nichrobbo @brisbanelions the last thing supporters should be doing is ditching their club didn't we lose the first 6 or 7 in 2001 ?", 'Sun May 03 00:25:18 +0000 2015']|
|['positive', 'rt @nichrobbo: morning walks with little nahla! great way to recover. loving this city. stick with us @brisbanelions', 'Sun May 03 00:23:55 +0000 2015']|
|['negative', '@nichrobbo @brisbanelions ', 'Sun May 03 00:13:18 +0000 2015']|
|['neutrino', '@brisbanelions it docent recognize my email address on system but i bought the virtual lion and signed up on thursday cause i work away', 'Sun May 03 00:09:59 +0000 2015']|
|['negative', 'hey @brisbanelions daniel wants u to listen up carefully URL', 'Sun May 03 00:07:37 +0000 2015']|
|['neutrino', "@brisbanelions i don't remember my login details and my email is not on system i signed up as a virtual member id like to make a bid but", 'Sun May 03 00:02:44 +0000 2015']|
|['positive', 'rt @nichrobbo: morning walks with little nahla! great way to recover. loving this city. stick with us @brisbanelions', 'Sun May 03 00:02:13 +0000 2015']|
|['negative', '@brisbanelions we all supported the bears and fitzroy where not going anywhere we always have next week \xe2\x9d\xa4\xef\xb8\x8f\xf0\x9f\x92\x99\xf0\x9f\x92\x9b\xe2\x9d\xa4\xef\xb8\x8f\xf0\x9f\x92\x99\xf0\x9f\x92\x9b', 'Sun May 03 00:00:05 +0000 2015']|
|['positive', "rt @kimmerlions: @brisbanelions we will always fight for victory! chins up and let's get ready for next week. golions URL", 'Sat May 02 23:58:16 +0000 2015']|
|['positive', 'rt @nichrobbo: morning walks with little nahla! great way to recover. loving this city. stick with us @brisbanelions', 'Sat May 02 23:58:01 +0000 2015']|
|['positive', "rt @kimmerlions: @nichrobbo @brisbanelions don't you worry, nick. we are with the team for the long haul. \xe2\x9d\xa4\xef\xb8\x8f\xf0\x9f\x92\x99\xf0\x9f\x92\x9b\xf0\x9f\x91\x8f\xf0\x9f\x91\x8f\xf0\x9f\x91\x8f", 'Sat May 02 23:57:27 +0000 2015']|
|['negative', "we have to stay strong i don't care if we give 100% and lose but when this doesn't happen grrrr believebelong @brisbanelions \xe2\x9d\xa4\xef\xb8\x8f\xf0\x9f\x92\x99\xf0\x9f\x92\x9b\xe2\x9d\xa4\xef\xb8\x8f\xf0\x9f\x92\x99\xf0\x9f\x92\x9b", 'Sat May 02 23:54:59 +0000 2015']|
|['negative', 'very disappointed to get off the plane from la and see the score @brisbanelions bring in the blues', 'Sat May 02 23:43:17 +0000 2015']|
|['positive', "rt @kimmerlions: @brisbanelions we will always fight for victory! chins up and let's get ready for next week. golions URL", 'Sat May 02 23:18:00 +0000 2015']|
|['positive', "@brisbanelions we will always fight for victory! chins up and let's get ready for next week. golions URL", 'Sat May 02 23:15:04 +0000 2015']|
|['positive', '@brisbanelions @daniel_rich10 @jleppitsch like rich he is a great player always a pleasure watching', 'Sat May 02 23:14:27 +0000 2015']|
|['negative', '@brisbanelions @jleppitsch great press conference things can only get better there where a few players that where trying hard', 'Sat May 02 23:12:51 +0000 2015']|
|['positive', '@brisbanelions @rockwiz38 hope he is ok', 'Sat May 02 23:10:29 +0000 2015']|
|['negative', '@thedolph76 @brisbanelions so it wasn\xe2\x80\x99t a pathetic performance? how would u describe it then u walking thesaurus? head back to your cave.', 'Sat May 02 23:10:19 +0000 2015']|
|['positive', '@thedolph76 @brisbanelions for leppitsch. having trouble seeing out of those glasses?', 'Sat May 02 23:08:26 +0000 2015']|
|['neutrino', '@thedolph76 @brisbanelions the midfield we have is far from young. they cough up performances like this whilst talking contract extension', 'Sat May 02 23:07:13 +0000 2015']|
|['positive', "@brisbanelions i'll try to keep my negative comments to myself i'm no footy expert we only have a handful of decent players", 'Sat May 02 23:07:02 +0000 2015']|
|['negative', '@thedolph76 @brisbanelions getting trounced by a 6 year old club is acceptable? should be celebrating the loss actually. let\xe2\x80\x99s have a party', 'Sat May 02 23:03:54 +0000 2015']|
|['positive', '@thedolph76 @armodan @brisbanelions and with a name like trelawney well.. just shut the gate. proud', 'Sat May 02 22:58:49 +0000 2015']|
|['negative', '@thedolph76 @brisbanelions i would expect someone dressed like u are in your pic would be happy with a performance like that last night.', 'Sat May 02 22:57:17 +0000 2015']|
|['neutrino', '@mjduncan79 @brisbanelions agree, actions speak louder then words, simple but true.', 'Sat May 02 22:49:08 +0000 2015']|
|['positive', 'rt @nichrobbo: morning walks with little nahla! great way to recover. loving this city. stick with us @brisbanelions', 'Sat May 02 22:46:45 +0000 2015']|
|['positive', '@brisbanelions remind me how leppa is any better then vossy. players respond to coaching buck stops with the coach!', 'Sat May 02 22:41:27 +0000 2015']|
|['negative', '@nichrobbo @andymiles1980 @brisbanelions always robbo, but please go c a new barber after recovery lol.', 'Sat May 02 22:40:48 +0000 2015']|
|['positive', 'rt @nichrobbo: morning walks with little nahla! great way to recover. loving this city. stick with us @brisbanelions', 'Sat May 02 22:38:28 +0000 2015']|
|['negative', "rt @pappaazz: @brisbanelions @nichrobbo went hard at the ball all night, head over the footy. doesn't stop trying. we all need effort like \xe2\x80\xa6", 'Sat May 02 22:34:29 +0000 2015']|
|['neutrino', 'rt @mjduncan79: @brisbanelions no more press conferences, no more interviews...show us on the field!! losing only ok when we see the player\xe2\x80\xa6', 'Sat May 02 22:31:56 +0000 2015']|
|['negative', 'rt @kellyhd: @benwilsonbne @goldcoastsuns i may be disappointed with @brisbanelions but i would never swap teams. only up from here.', 'Sat May 02 22:31:33 +0000 2015']|
|['negative', 'you guys listen to me very carefully. i have never ever been more disappointed in you cunts. poorly coached. unfit. pathetic @brisbanelions', 'Sat May 02 22:31:04 +0000 2015']|
|['positive', 'rt @nichrobbo: morning walks with little nahla! great way to recover. loving this city. stick with us @brisbanelions', 'Sat May 02 22:30:37 +0000 2015']|
|['negative', '@nichrobbo @brisbanelions always! golions', 'Sat May 02 22:11:33 +0000 2015']|
|['positive', "rt @kimmerlions: @nichrobbo @brisbanelions don't you worry, nick. we are with the team for the long haul. \xe2\x9d\xa4\xef\xb8\x8f\xf0\x9f\x92\x99\xf0\x9f\x92\x9b\xf0\x9f\x91\x8f\xf0\x9f\x91\x8f\xf0\x9f\x91\x8f", 'Sat May 02 22:06:01 +0000 2015']|
|['positive', "@nichrobbo @brisbanelions don't you worry, nick. we are with the team for the long haul. \xe2\x9d\xa4\xef\xb8\x8f\xf0\x9f\x92\x99\xf0\x9f\x92\x9b\xf0\x9f\x91\x8f\xf0\x9f\x91\x8f\xf0\x9f\x91\x8f", 'Sat May 02 21:56:59 +0000 2015']|
