positive	rt @afl: ft: @goldcoastsuns 18.10 (118) d @brisbanelions 7.12 (54) the suns have their first win of the year! aflsunslions URL	Sat May 02 22:14:49 +0000 2015
negative	rt @afl: knee concerns for seb tape after this tackle aflsunslions URL	Sat May 02 21:58:51 +0000 2015
negative	brisbane lions on instagram: “it's nearly time!! aflsunslions” URL	Sat May 02 21:37:01 +0000 2015
neutrino	rt @sportsbetcomau: highlight of the qclash for lions fans so far.	Sat May 02 21:32:29 +0000 2015
neutrino	rt @ronnylerner: this will be the first time ever brisbane start consecutive seasons 0-5. even the bears didnt do that aflsunslions @realf…	Sat May 02 21:29:19 +0000 2015
positive	rt @ben_jaming__: i made this @brisbanelions highlights package of tonight's game. aflsunslions URL	Sat May 02 14:38:43 +0000 2015
negative	aish was reported in reserves match just going that bad atm .. aflsunslions	Sat May 02 14:37:11 +0000 2015
negative	rt @au_sport: afl: gold coast suns d brisbane lions: crowd: 12,464 @ metricon stadium aflsunslions URL	Sat May 02 14:03:15 +0000 2015
negative	afl: gold coast suns d brisbane lions: crowd: 12,464 @ metricon stadium aflsunslions URL	Sat May 02 14:02:28 +0000 2015
positive	trying not to be negative or cynical about today's match so i'm not going to say anything aflsunslions @brisbanelions	Sat May 02 14:01:41 +0000 2015
positive	rt @afl: ft: @goldcoastsuns 18.10 (118) d @brisbanelions 7.12 (54) the suns have their first win of the year! aflsunslions URL	Sat May 02 13:31:16 +0000 2015
positive	rt @senfooty: 3 qtr time: gold coast 14.10 (94) lead brisbane 7.8 (50) aflsunslions	Sat May 02 13:30:49 +0000 2015
positive	rt @aflphotos: the @goldcoastsuns win the q-clash, notching up win number one for 2015 aflsunslions URL	Sat May 02 13:10:47 +0000 2015
positive	rt @aflphotos: the @goldcoastsuns win the q-clash, notching up win number one for 2015 aflsunslions URL	Sat May 02 12:59:50 +0000 2015
positive	the @goldcoastsuns win the q-clash, notching up win number one for 2015 aflsunslions URL	Sat May 02 12:59:09 +0000 2015
negative	rt @titusoreily: basic hand-eye coordination seems to be a problem for the lions. aflsunslions	Sat May 02 12:48:55 +0000 2015
neutrino	rt @brisbanelions: so….. who’s everyone picking tomorrow, mayweather or pacquiao??? aflsunslions notmuchlefttosay	Sat May 02 12:22:53 +0000 2015
neutrino	rt @magpiebat: yes, jack, i think they might be... 😂 aflsunslions URL	Sat May 02 12:11:12 +0000 2015
neutrino	rt @brisbanelions: so….. who’s everyone picking tomorrow, mayweather or pacquiao??? aflsunslions notmuchlefttosay	Sat May 02 12:10:31 +0000 2015
positive	rt @afl: ft: @goldcoastsuns 18.10 (118) d @brisbanelions 7.12 (54) the suns have their first win of the year! aflsunslions URL	Sat May 02 12:07:03 +0000 2015
positive	rt @goldcoastbureau: make that 64 points, the coast's biggest ever q-clash win.	Sat May 02 11:53:09 +0000 2015
negative	another painful game by the lions 18th place it is then! afl aflsunslions URL	Sat May 02 11:52:15 +0000 2015
neutrino	rt @magpiebat: yes, jack, i think they might be... 😂 aflsunslions URL	Sat May 02 11:49:34 +0000 2015
neutrino	yes, jack, i think they might be... 😂 aflsunslions URL	Sat May 02 11:48:37 +0000 2015
neutrino	rt @realfooty1: it's 3qt up north ... time to read great feature on qld crowds @jesse_hogan aflsunslions | URL URL	Sat May 02 11:47:49 +0000 2015
positive	listen: highlights of @goldcoastsuns win over @brisbanelions + iv with 6 goal hero @charlie_dixon23 aflsunslions URL	Sat May 02 11:37:26 +0000 2015
negative	rt @goldcoastsuns: game time! aflsunslions URL	Sat May 02 11:33:01 +0000 2015
negative	hits in aflnorthhawks aflsunslions hv changed the games. any chance of a send-off rule? eyesnotontheball @senfooty URL	Sat May 02 11:30:00 +0000 2015
negative	rt @yourgoldcoast: six of the best from charlie dixon tonight as the @goldcoastsuns claim qclash9 aflsunslions URL	Sat May 02 11:17:20 +0000 2015
negative	six of the best from charlie dixon tonight as the @goldcoastsuns claim qclash9 aflsunslions URL	Sat May 02 11:13:54 +0000 2015
neutrino	rt @goldcoastsuns: winners are grinners. aflsunslions URL	Sat May 02 11:10:55 +0000 2015
negative	"rt @senfooty: ox: ""brisbane will be lucky to win a game this season based on today's performance"" aflsunslions"	Sat May 02 11:02:48 +0000 2015
negative	what a great game aflsunslions gcsuns happyfaces URL	Sat May 02 11:01:41 +0000 2015
negative	rt @7sport: can the @brisbanelions pounce on an injury-riddled @goldcoastsuns? aflsunslions qclash live: URL URL	Sat May 02 10:52:36 +0000 2015
positive	are the @brisbanelions for real? earlytanking putaforkinthem done @tbone08tim @westkiama aflsunslions	Sat May 02 10:48:45 +0000 2015
negative	rt @brizliongooner: that is so typical of may, attacks smaller guys avoids big blokes like the plague! he's the definition of coward. afls…	Sat May 02 10:48:19 +0000 2015
negative	aflsunslions gold coast suns first win for the season so happy up sun	Sat May 02 10:47:57 +0000 2015
positive	rt @goldcoastsuns: 16 possessions, 5 marks and 4 goals so far. charlie dixon has been immense in game 51. aflsunslions URL	Sat May 02 10:47:43 +0000 2015
negative	rt @domfay: thinking of starting group counselling sessions for lions fans this week. contact me to sign up aflsunslions	Sat May 02 10:45:44 +0000 2015
neutrino	rt @mattys123: so many untouchables still running around for the lions 😂 aflsunslions	Sat May 02 10:45:17 +0000 2015
neutrino	rocky only got nailed because he hesitated and opened himself up. shouldn't have come back last week. he wasn't ready. aflsunslions	Sat May 02 10:45:12 +0000 2015
positive	rt @tabcomau: congratulations brisbane! the lions win it. aflsunslions URL	Sat May 02 10:44:52 +0000 2015
negative	josh glenn! first game and first goal! congrats! aflsunslions qclash URL	Sat May 02 10:42:16 +0000 2015
positive	almost over the aflsunslions - will now watch the holy grail &amp; make it a comedy evening.	Sat May 02 10:40:38 +0000 2015
negative	suns snag one. aflsunslions @abcgoldcoast URL	Sat May 02 10:38:48 +0000 2015
neutrino	rt @brisbanelions: so….. who’s everyone picking tomorrow, mayweather or pacquiao??? aflsunslions notmuchlefttosay	Sat May 02 10:36:51 +0000 2015
positive	rt @afl: ft: @goldcoastsuns 18.10 (118) d @brisbanelions 7.12 (54) the suns have their first win of the year! aflsunslions URL	Sat May 02 10:34:10 +0000 2015
negative	rt @titusoreily: basic hand-eye coordination seems to be a problem for the lions. aflsunslions	Sat May 02 10:30:49 +0000 2015
positive	@goldcoastsuns what a win tonight, boys! great game. aflsunslions	Sat May 02 10:25:21 +0000 2015
negative	rt @brisbanelions: report: match report is now online URL aflsunslions	Sat May 02 10:20:28 +0000 2015
negative	report: match report is now online URL aflsunslions	Sat May 02 10:19:16 +0000 2015
positive	@brisbanelions - thanks for nothing aflsunslions	Sat May 02 10:18:28 +0000 2015
neutrino	@brisbanelions @jleppitsch we were smashed full stop. too many passengers sickoflosing aflsunslions	Sat May 02 10:15:24 +0000 2015
negative	"so dwayne russell was it ""a close contest all day""? aflsunslions @foxfootylive"	Sat May 02 10:15:09 +0000 2015
negative	"rt @senfooty: ox: ""not one dvd of this game will be sold"" aflsunslions"	Sat May 02 10:13:26 +0000 2015
negative	i have tipped the @brisbanelions 3 times too many this year aflsunslions qclash	Sat May 02 10:09:16 +0000 2015
positive	congratulations @henry_schade - what a debut and what a win for the @goldcoastsuns aflsunslions afl URL	Sat May 02 10:09:02 +0000 2015
positive	rt @stefanocasaceli: fitzroy finish the trilogy of attributes brought to brisbane; hipster cafes, overpriced real estate, now shit football…	Sat May 02 10:08:03 +0000 2015
negative	good coaching gets the best out of youngsters - look at the dogs @brisbanelions @mannywhereuat aflsunslions	Sat May 02 10:06:44 +0000 2015
negative	"rt @senfooty: ox: ""brisbane will be lucky to win a game this season based on today's performance"" aflsunslions"	Sat May 02 10:05:07 +0000 2015
positive	@brisbanelions crisp is on fire for the maggots - yet our young boys can't kick 20 mtrs - care to explain aflsunslions @mannywhereuat	Sat May 02 10:05:07 +0000 2015
negative	didn't watch a minute but greeting flogged by 10 goals by the 17 th team @brisbanelions disgraceful aflsunslions sackleppa wheresbomber	Sat May 02 10:03:24 +0000 2015
positive	(deep breath) great win by my boys today!! aflsunslions	Sat May 02 10:01:57 +0000 2015
positive	rt @stefanocasaceli: fitzroy finish the trilogy of attributes brought to brisbane; hipster cafes, overpriced real estate, now shit football…	Sat May 02 10:01:10 +0000 2015
negative	"rt @senfooty: ox: ""brisbane will be lucky to win a game this season based on today's performance"" aflsunslions"	Sat May 02 10:00:34 +0000 2015
negative	rt @lukelaver: what a disgrace @brisbanelions.horrible goal kicking and decision making.gc have more talent on the pine than us.aflsunsli…	Sat May 02 10:00:30 +0000 2015
positive	rt @stefanocasaceli: fitzroy finish the trilogy of attributes brought to brisbane; hipster cafes, overpriced real estate, now shit football…	Sat May 02 09:58:31 +0000 2015
negative	rt @vincerugari: just 12,464 at metricon for aflsunslions - that shows you where queensland footy is at	Sat May 02 09:56:37 +0000 2015
neutrino	rt @ronnylerner: this will be the first time ever brisbane start consecutive seasons 0-5. even the bears didnt do that aflsunslions @realf…	Sat May 02 09:55:08 +0000 2015
negative	"rt @senfooty: ox: ""brisbane will be lucky to win a game this season based on today's performance"" aflsunslions"	Sat May 02 09:52:21 +0000 2015
neutrino	“@realfooty1: f/t: suns hand lions a big defeat - 18.10 (118) to 7.12 (54) aflsunslions @bethknewman | URL	Sat May 02 09:51:48 +0000 2015
positive	great win by the @goldcoastsuns! this will kick start the season!!! aflsunslions 🏉🏉	Sat May 02 09:50:44 +0000 2015
positive	rt @7sport: six goals from charlie dixon guides the suns to a 64-point win over brisbane | URL aflsunslions URL	Sat May 02 09:49:48 +0000 2015
negative	stopped raining in brisbane? well suns all over brisbane 118-54. that's as fine as it gets 😎😁 aflsunslions	Sat May 02 09:49:42 +0000 2015
positive	six goals from charlie dixon guides the suns to a 64-point win over brisbane | URL aflsunslions URL	Sat May 02 09:48:58 +0000 2015
negative	rt @themightypies: i actually feel sorry for dayne beams. aflsunslions	Sat May 02 09:47:48 +0000 2015
positive	rt @afl: ft: @goldcoastsuns 18.10 (118) d @brisbanelions 7.12 (54) the suns have their first win of the year! aflsunslions URL	Sat May 02 09:46:42 +0000 2015
neutrino	rt @realfooty1: f/t: suns hand lions a big defeat - 18.10 (118) to 7.12 (54) aflsunslions @bethknewman | URL URL	Sat May 02 09:45:57 +0000 2015
positive	love my footy! aflnorthhawks aflnorthhawks afleaglesgiants aflsunslions	Sat May 02 09:45:47 +0000 2015
positive	gave advice to charlie dixon at manuka last week that he needed to get a kick. seems like he adhered to my advice. 14 &amp; 6gls aflsunslions	Sat May 02 09:45:34 +0000 2015
negative	"rt @magpie_fans: but don't brisbane have the ""best midfield in the comp"" that's ""so much better than collingwood's""? aflsunslions"	Sat May 02 09:45:19 +0000 2015
negative	and of course i forget the qclash was on today... bloody hell... @goldcoastsuns @brisbanelions aflsunslions	Sat May 02 09:45:18 +0000 2015
negative	rt @luke_h10: i've seen teams suck before, but this team is the suckiest bunch of sucks that have ever sucked.	Sat May 02 09:45:13 +0000 2015
positive	rt @stefanocasaceli: fitzroy finish the trilogy of attributes brought to brisbane; hipster cafes, overpriced real estate, now shit football…	Sat May 02 09:40:15 +0000 2015
positive	well, that match really delivered on all the promised action, excitement and thri- zzzzzzzzzzz... aflsunslions	Sat May 02 09:39:55 +0000 2015
positive	rt @philmcgee: where 2 4 woeful @brisbanelions. will @jleppitsch survive the week? what does the board have 2 say? aflsunslions lionswood…	Sat May 02 09:38:16 +0000 2015
positive	rt @stefanocasaceli: fitzroy finish the trilogy of attributes brought to brisbane; hipster cafes, overpriced real estate, now shit football…	Sat May 02 09:38:05 +0000 2015
neutrino	rt @ronnylerner: this will be the first time ever brisbane start consecutive seasons 0-5. even the bears didnt do that aflsunslions @realf…	Sat May 02 09:36:29 +0000 2015
negative	"rt @senfooty: ox: ""brisbane will be lucky to win a game this season based on today's performance"" aflsunslions"	Sat May 02 09:36:22 +0000 2015
negative	aflsunslions indonesia executes bali9 balinine drugsmugglers : URL	Sat May 02 09:33:16 +0000 2015
positive	lions to go through 2015 without a win aflsunslions	Sat May 02 09:32:52 +0000 2015
neutrino	rt @brisbanelions: so….. who’s everyone picking tomorrow, mayweather or pacquiao??? aflsunslions notmuchlefttosay	Sat May 02 09:32:17 +0000 2015
neutrino	full-time: the @goldcoastsuns 18.10 (118) def @brisbanelions 7.12 (54) | scoreboard: URL aflsunslions	Sat May 02 09:31:10 +0000 2015
negative	well done suns tonight aflsunslions qclash	Sat May 02 09:30:46 +0000 2015
negative	the qclash was compelling. aflsunslions	Sat May 02 09:30:37 +0000 2015
negative	rt @abcgrandstand: the gold coast suns have beaten brisbane by 64 points in the qclash at carrara, 18.10 (118) to 7.12 (54) aflsunslions	Sat May 02 09:30:06 +0000 2015
neutrino	rt @realfooty1: f/t: suns hand lions a big defeat - 18.10 (118) to 7.12 (54) aflsunslions @bethknewman | URL URL	Sat May 02 09:29:36 +0000 2015
negative	lions skipper tom rockliff was knocked out early in the qclash, overshadowing the suns' 64-point win: URL aflsunslions	Sat May 02 09:29:28 +0000 2015
negative	rt @tombrowne7: it's really dayne beams v gold coast . aflsunslions afl	Sat May 02 09:29:27 +0000 2015
negative	"rt @fuckenafl: paraphrasing, derwayne just said ""they're still in it"". which means they absolutely fucken aren't. aflsunslions"	Sat May 02 09:29:17 +0000 2015
neutrino	f/t: suns hand lions a big defeat - 18.10 (118) to 7.12 (54) aflsunslions @bethknewman | URL URL	Sat May 02 09:29:16 +0000 2015
neutrino	rt @goldcoastsuns: winners are grinners. aflsunslions URL	Sat May 02 09:28:30 +0000 2015
neutrino	rt @ronnylerner: this will be the first time ever brisbane start consecutive seasons 0-5. even the bears didnt do that aflsunslions @realf…	Sat May 02 09:28:21 +0000 2015
negative	what a disgrace @brisbanelions.horrible goal kicking and decision making.gc have more talent on the pine than us.aflsunslions nofight	Sat May 02 09:28:18 +0000 2015
negative	malthouse said it best, effort trumps class. no ablett, swallow, o'meara, malceski, yet best showing from the suns all year. aflsunslions	Sat May 02 09:27:59 +0000 2015
neutrino	rt @royboy70: @brisbanelions rocky and zorko pressers talking about lions needing to be harder at contest, was just that, talkembarrassing…	Sat May 02 09:27:52 +0000 2015
negative	7 wins 20 losses = justin leppitsch the lions board and the coach have to be accountable. it's almost time to go leppa !!! aflsunslions	Sat May 02 09:27:16 +0000 2015
neutrino	rt @brisbanelions: so….. who’s everyone picking tomorrow, mayweather or pacquiao??? aflsunslions notmuchlefttosay	Sat May 02 09:27:05 +0000 2015
neutrino	rt @goldcoastsuns: winners are grinners. aflsunslions URL	Sat May 02 09:27:03 +0000 2015
neutrino	rt @brisbanelions: so….. who’s everyone picking tomorrow, mayweather or pacquiao??? aflsunslions notmuchlefttosay	Sat May 02 09:26:43 +0000 2015
negative	ouch... aflsunslions	Sat May 02 09:26:39 +0000 2015
negative	fitzroy finish the trilogy of attributes brought to brisbane; hipster cafes, overpriced real estate, now shit football aflsunslions	Sat May 02 09:26:34 +0000 2015
neutrino	rt @stefanocasaceli: brisbane are due another merge to buy a few more wins aflsunslions	Sat May 02 09:26:17 +0000 2015
negative	rt @brisbanelions: that’s not ideal! aflsunslions	Sat May 02 09:26:09 +0000 2015
positive	gee its hard being a lions supporter this year, but heck, i still cheered loud this arvo, robinson &amp; beams fought hard too! aflsunslions	Sat May 02 09:26:08 +0000 2015
positive	rt @afl: ft: @goldcoastsuns 18.10 (118) d @brisbanelions 7.12 (54) the suns have their first win of the year! aflsunslions URL	Sat May 02 09:26:04 +0000 2015
negative	rt @titusoreily: brisbane making the suns look good which i'd previously thought impossible. aflsunslions	Sat May 02 09:26:00 +0000 2015
positive	looks like the brisbane lions are in for a long season of losses. any win should be investigated for match fixing. aflsunslions	Sat May 02 09:25:52 +0000 2015
negative	rt @brisbanelions: full time: lions have gone down to suns 7.12.54 - 18.10.118. aflsunslions	Sat May 02 09:25:51 +0000 2015
negative	"rt @senfooty: ox: ""brisbane will be lucky to win a game this season based on today's performance"" aflsunslions"	Sat May 02 09:25:45 +0000 2015
neutrino	rt @brisbanelions: so….. who’s everyone picking tomorrow, mayweather or pacquiao??? aflsunslions notmuchlefttosay	Sat May 02 09:25:13 +0000 2015
positive	rt @afl: ft: @goldcoastsuns 18.10 (118) d @brisbanelions 7.12 (54) the suns have their first win of the year! aflsunslions URL	Sat May 02 09:24:57 +0000 2015
negative	rt @titusoreily: brisbane making the suns look good which i'd previously thought impossible. aflsunslions	Sat May 02 09:24:46 +0000 2015
neutrino	rt @goldcoastsuns: winners are grinners. aflsunslions URL	Sat May 02 09:24:46 +0000 2015
positive	fuck i hope swanny has a big fat novelty cheque waiting for charlie back in the rooms. aflsunslions	Sat May 02 09:24:42 +0000 2015
negative	rt @nickrou4: cannot see us winning a game this season if we continue to dish up that rubbish aflsunslions	Sat May 02 09:24:31 +0000 2015
negative	josh glenn with a lazy 21 possies on debut! absolute steal for gold coast aflsunslions	Sat May 02 09:24:18 +0000 2015
negative	rt @stevenguihot: @brisbanelions not one of them fought hard.less lions tv crap and more work on football skills.aflsunslions	Sat May 02 09:24:16 +0000 2015
positive	afl : brisbane win the trophy for being the worst team in qld after getting a hiding from gold coast 118-54 aflsunslions	Sat May 02 09:24:07 +0000 2015
neutrino	rt @ronnylerner: this will be the first time ever brisbane start consecutive seasons 0-5. even the bears didnt do that aflsunslions @realf…	Sat May 02 09:23:54 +0000 2015
neutrino	rt @brisbanelions: so….. who’s everyone picking tomorrow, mayweather or pacquiao??? aflsunslions notmuchlefttosay	Sat May 02 09:23:47 +0000 2015
neutrino	rt @ro0sta: so much for beams, christensen, zorko and rich hitting more of the scoreboard. what a fail brisbane... qclash aflsunslions …	Sat May 02 09:23:38 +0000 2015
neutrino	rt @brisbanelions: so….. who’s everyone picking tomorrow, mayweather or pacquiao??? aflsunslions notmuchlefttosay	Sat May 02 09:23:37 +0000 2015
neutrino	rt @goldcoastsuns: winners are grinners. aflsunslions URL	Sat May 02 09:23:26 +0000 2015
neutrino	@brisbanelions wondering how @jleppitsch is going 2 spin his bs @ news conference. how long is his contract 4 wheresbomber? aflsunslions	Sat May 02 09:23:23 +0000 2015
negative	well @janetgoss gets the chance to cheer home a winner this weekend. gosuns aflsunslions	Sat May 02 09:23:17 +0000 2015
positive	rt @afl: ft: @goldcoastsuns 18.10 (118) d @brisbanelions 7.12 (54) the suns have their first win of the year! aflsunslions URL	Sat May 02 09:22:45 +0000 2015
neutrino	rt @brisbanelions: so….. who’s everyone picking tomorrow, mayweather or pacquiao??? aflsunslions notmuchlefttosay	Sat May 02 09:22:37 +0000 2015
positive	rt @afl: ft: @goldcoastsuns 18.10 (118) d @brisbanelions 7.12 (54) the suns have their first win of the year! aflsunslions URL	Sat May 02 09:22:36 +0000 2015
negative	question is can season get any worse ? yes aflsunslions	Sat May 02 09:22:33 +0000 2015
neutrino	that was some serious junk time scoring from the @goldcoastsuns. coaches everywhere applaud you. aflfantasy aflsunslions	Sat May 02 09:22:06 +0000 2015
negative	ox's votes: 1 - joshua glenn (gcfc), 2 - charlie dixon (gcfc), 3 - harley bennell (gcfc) aflsunslions	Sat May 02 09:21:58 +0000 2015
neutrino	derwayne u wanna make a case for suns, our list hanley, mayes, leuey, freeman, merrett, maguire &amp; lost rocky &amp; staker b4 ht aflsunslions	Sat May 02 09:21:56 +0000 2015
positive	rt @afl: ft: @goldcoastsuns 18.10 (118) d @brisbanelions 7.12 (54) the suns have their first win of the year! aflsunslions URL	Sat May 02 09:21:53 +0000 2015
negative	don't feel sorry for beams. could've left with dignity. didn't. could've gone to the suns. refused offthebus aflsunslions qclash	Sat May 02 09:21:52 +0000 2015
positive	rt @fiveaafl: aflsunslions @goldcoastsuns win the qclash! dixon with 6 goals. URL	Sat May 02 09:21:49 +0000 2015
positive	rt @fiveaafl: aflsunslions @goldcoastsuns win the qclash! dixon with 6 goals. URL	Sat May 02 09:21:48 +0000 2015
neutrino	rt @cats_fan_20: brisbane were an absolute joke tonight. the wooden spoon is heading there way this year. aflsunslions	Sat May 02 09:21:37 +0000 2015
neutrino	rt @ronnylerner: this will be the first time ever brisbane start consecutive seasons 0-5. even the bears didnt do that aflsunslions @realf…	Sat May 02 09:21:35 +0000 2015
positive	rt @fiveaafl: aflsunslions @goldcoastsuns win the qclash! dixon with 6 goals. URL	Sat May 02 09:21:25 +0000 2015
neutrino	rt @brisbanelions: so….. who’s everyone picking tomorrow, mayweather or pacquiao??? aflsunslions notmuchlefttosay	Sat May 02 09:21:17 +0000 2015
positive	aflsunslions @goldcoastsuns win the qclash! dixon with 6 goals. URL	Sat May 02 09:21:16 +0000 2015
neutrino	rt @brisbanelions: so….. who’s everyone picking tomorrow, mayweather or pacquiao??? aflsunslions notmuchlefttosay	Sat May 02 09:21:14 +0000 2015
negative	"rt @senfooty: ox: ""brisbane will be lucky to win a game this season based on today's performance"" aflsunslions"	Sat May 02 09:21:12 +0000 2015
neutrino	news goldcoast live coverage: gold coast suns v brisbane lions in qclash. join the conversation using… URL	Sat May 02 09:21:10 +0000 2015
neutrino	winners are grinners. aflsunslions URL	Sat May 02 09:20:53 +0000 2015
negative	rt @abcgrandstand: the gold coast suns have beaten brisbane by 64 points in the qclash at carrara, 18.10 (118) to 7.12 (54) aflsunslions	Sat May 02 09:20:51 +0000 2015
neutrino	@brisbanelions rocky and zorko pressers talking about lions needing to be harder at contest, was just that, talkembarrassing aflsunslions	Sat May 02 09:20:44 +0000 2015
negative	lions skills level &amp; completion have to be the worst in the league &amp; matching the days of the bears aflsunslions	Sat May 02 09:20:38 +0000 2015
neutrino	rt @ronnylerner: this will be the first time ever brisbane start consecutive seasons 0-5. even the bears didnt do that aflsunslions @realf…	Sat May 02 09:20:29 +0000 2015
neutrino	so much for beams, christensen, zorko and rich hitting more of the scoreboard. what a fail brisbane... qclash aflsunslions afl	Sat May 02 09:20:25 +0000 2015
positive	rt @afl: ft: @goldcoastsuns 18.10 (118) d @brisbanelions 7.12 (54) the suns have their first win of the year! aflsunslions URL	Sat May 02 09:20:23 +0000 2015
positive	rt @afl: ft: @goldcoastsuns 18.10 (118) d @brisbanelions 7.12 (54) the suns have their first win of the year! aflsunslions URL	Sat May 02 09:20:07 +0000 2015
negative	@goldcoastsuns top work by the suns. a dominant performance, with players clearly working together as a team. aflsunslions	Sat May 02 09:19:58 +0000 2015
neutrino	rt @brisbanelions: so….. who’s everyone picking tomorrow, mayweather or pacquiao??? aflsunslions notmuchlefttosay	Sat May 02 09:19:58 +0000 2015
negative	this is so disheartening. watching this from brisbane lions year after year after year after year after year... 😞😞😞 aflsunslions	Sat May 02 09:19:37 +0000 2015
neutrino	rt @brisbanelions: so….. who’s everyone picking tomorrow, mayweather or pacquiao??? aflsunslions notmuchlefttosay	Sat May 02 09:19:34 +0000 2015
positive	rt @afl: ft: @goldcoastsuns 18.10 (118) d @brisbanelions 7.12 (54) the suns have their first win of the year! aflsunslions URL	Sat May 02 09:19:16 +0000 2015
positive	rt @afl: ft: @goldcoastsuns 18.10 (118) d @brisbanelions 7.12 (54) the suns have their first win of the year! aflsunslions URL	Sat May 02 09:19:15 +0000 2015
neutrino	rt @ronnylerner: this will be the first time ever brisbane start consecutive seasons 0-5. even the bears didnt do that aflsunslions @realf…	Sat May 02 09:19:14 +0000 2015
positive	rt @tabcomau: congratulations brisbane! the lions win it. aflsunslions URL	Sat May 02 09:19:12 +0000 2015
neutrino	rt @brisbanelions: so….. who’s everyone picking tomorrow, mayweather or pacquiao??? aflsunslions notmuchlefttosay	Sat May 02 09:19:09 +0000 2015
positive	rt @thetipsguru: this is a game we wipe straight away aflsunslions	Sat May 02 09:19:04 +0000 2015
negative	@brisbanelions not one of them fought hard.less lions tv crap and more work on football skills.aflsunslions	Sat May 02 09:19:00 +0000 2015
negative	"rt @senfooty: ox: ""brisbane will be lucky to win a game this season based on today's performance"" aflsunslions"	Sat May 02 09:18:53 +0000 2015
neutrino	rt @ronnylerner: this will be the first time ever brisbane start consecutive seasons 0-5. even the bears didnt do that aflsunslions @realf…	Sat May 02 09:18:49 +0000 2015
negative	soooo, @brisbanelions are really, really, really, really bad then, hey? aflsunslions qclash	Sat May 02 09:18:42 +0000 2015
negative	rt @willhillaus: and that's all she wrote! qclash aflsunslions URL	Sat May 02 09:18:41 +0000 2015
positive	rt @tabcomau: congratulations brisbane! the lions win it. aflsunslions URL	Sat May 02 09:18:39 +0000 2015
positive	rt @afl: ft: @goldcoastsuns 18.10 (118) d @brisbanelions 7.12 (54) the suns have their first win of the year! aflsunslions URL	Sat May 02 09:18:38 +0000 2015
negative	cannot see us winning a game this season if we continue to dish up that rubbish aflsunslions	Sat May 02 09:18:36 +0000 2015
neutrino	rt @brisbanelions: so….. who’s everyone picking tomorrow, mayweather or pacquiao??? aflsunslions notmuchlefttosay	Sat May 02 09:18:32 +0000 2015
positive	rt @afl: ft: @goldcoastsuns 18.10 (118) d @brisbanelions 7.12 (54) the suns have their first win of the year! aflsunslions URL	Sat May 02 09:18:25 +0000 2015
